Feature ID	Taxon
MG865528.1	k__unidentified;p__Oomycota;c__Stramenopiles;o__Peronosporales;f__Peronosporaceae;g__Phytophthora;s__Phytophthora_macrochlamydospora
MG865529.1	k__unidentified;p__Oomycota;c__Stramenopiles;o__Peronosporales;f__Peronosporaceae;g__Phytophthora;s__Phytophthora_meadii
MG865532.1	k__unidentified;p__Oomycota;c__Stramenopiles;o__Peronosporales;f__Peronosporaceae;g__Phytophthora;s__Phytophthora_medicaginis
MG865534.1	k__unidentified;p__Oomycota;c__Stramenopiles;o__Peronosporales;f__Peronosporaceae;g__Phytophthora;s__Phytophthora_megakarya
MG865535.1	k__unidentified;p__Oomycota;c__Stramenopiles;o__Peronosporales;f__Peronosporaceae;g__Phytophthora;s__Phytophthora_megasperma
MG865536.1	k__unidentified;p__Oomycota;c__Stramenopiles;o__Peronosporales;f__Peronosporaceae;g__Phytophthora;s__Phytophthora_melonis
MG865539.1	k__unidentified;p__Oomycota;c__Stramenopiles;o__Peronosporales;f__Peronosporaceae;g__Phytophthora;s__Phytophthora_mengei
MG865541.1	k__unidentified;p__Oomycota;c__Stramenopiles;o__Peronosporales;f__Peronosporaceae;g__Phytophthora;s__Phytophthora_mirabilis
MG865542.1	k__unidentified;p__Oomycota;c__Stramenopiles;o__Peronosporales;f__Peronosporaceae;g__Phytophthora;s__Phytophthora_mississippiae
MG865543.1	k__unidentified;p__Oomycota;c__Stramenopiles;o__Peronosporales;f__Peronosporaceae;g__Phytophthora;s__Phytophthora_morindae
MG865544.1	k__unidentified;p__Oomycota;c__Stramenopiles;o__Peronosporales;f__Peronosporaceae;g__Phytophthora;s__Phytophthora_multivesiculata
MG865546.1	k__unidentified;p__Oomycota;c__Stramenopiles;o__Peronosporales;f__Peronosporaceae;g__Phytophthora;s__Phytophthora_multivora
MG865547.1	k__unidentified;p__Oomycota;c__Stramenopiles;o__Peronosporales;f__Peronosporaceae;g__Phytophthora;s__Phytophthora_nagaii
MG865548.1	k__unidentified;p__Oomycota;c__Stramenopiles;o__Peronosporales;f__Peronosporaceae;g__Phytophthora;s__Phytophthora_nemorosa
MG865552.1	k__unidentified;p__Oomycota;c__Stramenopiles;o__Peronosporales;f__Peronosporaceae;g__Phytophthora;s__Phytophthora_niederhauseri
MG865554.1	k__unidentified;p__Oomycota;c__Stramenopiles;o__Peronosporales;f__Peronosporaceae;g__Phytophthora;s__Phytophthora_obscura
MG865555.1	k__unidentified;p__Oomycota;c__Stramenopiles;o__Peronosporales;f__Peronosporaceae;g__Phytophthora;s__Phytophthora_occultans
MG865556.1	k__unidentified;p__Oomycota;c__Stramenopiles;o__Peronosporales;f__Peronosporaceae;g__Phytophthora;s__Phytophthora_ornamentata
MG865558.1	k__unidentified;p__Oomycota;c__Stramenopiles;o__Peronosporales;f__Peronosporaceae;g__Phytophthora;s__Phytophthora_pachypleura
MG865559.1	k__unidentified;p__Oomycota;c__Stramenopiles;o__Peronosporales;f__Peronosporaceae;g__Phytophthora;s__Phytophthora_palmivora
MG865562.1	k__unidentified;p__Oomycota;c__Stramenopiles;o__Peronosporales;f__Peronosporaceae;g__Phytophthora;s__Phytophthora_parsiana
MG865564.1	k__unidentified;p__Oomycota;c__Stramenopiles;o__Peronosporales;f__Peronosporaceae;g__Phytophthora;s__Phytophthora_phaseoli
MG865565.1	k__unidentified;p__Oomycota;c__Stramenopiles;o__Peronosporales;f__Peronosporaceae;g__Phytophthora;s__Phytophthora_pini
MG865566.1	k__unidentified;p__Oomycota;c__Stramenopiles;o__Peronosporales;f__Peronosporaceae;g__Phytophthora;s__Phytophthora_pinifolia
MG865567.1	k__unidentified;p__Oomycota;c__Stramenopiles;o__Peronosporales;f__Peronosporaceae;g__Phytophthora;s__Phytophthora_pisi
MG865568.1	k__unidentified;p__Oomycota;c__Stramenopiles;o__Peronosporales;f__Peronosporaceae;g__Phytophthora;s__Phytophthora_plurivora
MG865569.1	k__unidentified;p__Oomycota;c__Stramenopiles;o__Peronosporales;f__Peronosporaceae;g__Phytophthora;s__Phytophthora_porri
MG865571.1	k__unidentified;p__Oomycota;c__Stramenopiles;o__Peronosporales;f__Peronosporaceae;g__Phytophthora;s__Phytophthora_primulae
MG865573.1	k__unidentified;p__Oomycota;c__Stramenopiles;o__Peronosporales;f__Peronosporaceae;g__Phytophthora;s__Phytophthora_pseudolactucae
MG865574.1	k__unidentified;p__Oomycota;c__Stramenopiles;o__Peronosporales;f__Peronosporaceae;g__Phytophthora;s__Phytophthora_pseudosyringae
MG865575.1	k__unidentified;p__Oomycota;c__Stramenopiles;o__Peronosporales;f__Peronosporaceae;g__Phytophthora;s__Phytophthora_pseudotsugae
MG865576.1	k__unidentified;p__Oomycota;c__Stramenopiles;o__Peronosporales;f__Peronosporaceae;g__Phytophthora;s__Phytophthora_psychrophila
MG865577.1	k__unidentified;p__Oomycota;c__Stramenopiles;o__Peronosporales;f__Peronosporaceae;g__Phytophthora;s__Phytophthora_quercetorum
MG865578.1	k__unidentified;p__Oomycota;c__Stramenopiles;o__Peronosporales;f__Peronosporaceae;g__Phytophthora;s__Phytophthora_quercina
MG865580.1	k__unidentified;p__Oomycota;c__Stramenopiles;o__Peronosporales;f__Peronosporaceae;g__Phytophthora;s__Phytophthora_quininea
MG865581.1	k__unidentified;p__Oomycota;c__Stramenopiles;o__Peronosporales;f__Peronosporaceae;g__Phytophthora;s__Phytophthora_ramorum
MG865583.1	k__unidentified;p__Oomycota;c__Stramenopiles;o__Peronosporales;f__Peronosporaceae;g__Phytophthora;s__Phytophthora_riparia
MG865584.1	k__unidentified;p__Oomycota;c__Stramenopiles;o__Peronosporales;f__Peronosporaceae;g__Phytophthora;s__Phytophthora_rubi
MG865585.1	k__unidentified;p__Oomycota;c__Stramenopiles;o__Peronosporales;f__Peronosporaceae;g__Phytophthora;s__Phytophthora_sansomeana
MG865586.1	k__unidentified;p__Oomycota;c__Stramenopiles;o__Peronosporales;f__Peronosporaceae;g__Phytophthora;s__Phytophthora_siskiyouensis
MG865588.1	k__unidentified;p__Oomycota;c__Stramenopiles;o__Peronosporales;f__Peronosporaceae;g__Phytophthora;s__Phytophthora_sojae
MG865589.1	k__unidentified;p__Oomycota;c__Stramenopiles;o__Peronosporales;f__Peronosporaceae;g__Phytophthora;s__Phytophthora_stricta
MG865590.1	k__unidentified;p__Oomycota;c__Stramenopiles;o__Peronosporales;f__Peronosporaceae;g__Phytophthora;s__Phytophthora_syringae
MG865591.1	k__unidentified;p__Oomycota;c__Stramenopiles;o__Peronosporales;f__Peronosporaceae;g__Phytophthora;s__Phytophthora_tentaculata
MG865592.1	k__unidentified;p__Oomycota;c__Stramenopiles;o__Peronosporales;f__Peronosporaceae;g__Phytophthora;s__Phytophthora_terminalis
MG865593.1	k__unidentified;p__Oomycota;c__Stramenopiles;o__Peronosporales;f__Peronosporaceae;g__Phytophthora;s__Phytophthora_thermophila
MG865594.1	k__unidentified;p__Oomycota;c__Stramenopiles;o__Peronosporales;f__Peronosporaceae;g__Phytophthora;s__Phytophthora_trifolii
MG865596.1	k__unidentified;p__Oomycota;c__Stramenopiles;o__Peronosporales;f__Peronosporaceae;g__Phytophthora;s__Phytophthora_tropicalis
MG865597.1	k__unidentified;p__Oomycota;c__Stramenopiles;o__Peronosporales;f__Peronosporaceae;g__Phytophthora;s__Phytophthora_uliginosa
MG865598.1	k__unidentified;p__Oomycota;c__Stramenopiles;o__Peronosporales;f__Peronosporaceae;g__Phytophthora;s__Phytophthora_vignae
MG865599.1	k__unidentified;p__Oomycota;c__Stramenopiles;o__Peronosporales;f__Peronosporaceae;g__Phytophthora;s__Phytophthora_x_serendipita
MH023332.1	k__unidentified;p__Oomycota;c__Stramenopiles;o__Pythiales;f__Pythiaceae;g__Pythium;s__Pythium_oopapillum
MH023343.1	k__unidentified;p__Oomycota;c__Stramenopiles;o__Pythiales;f__Pythiaceae;g__Pythium;s__Pythium_coloratum
MH023352.1	k__unidentified;p__Oomycota;c__Stramenopiles;o__Pythiales;f__Pythiaceae;g__Pythium;s__Pythium_torulosum
MH023364.1	k__unidentified;p__Oomycota;c__Stramenopiles;o__Pythiales;f__Pythiaceae;g__Pythium;s__Pythium_sulcatum
MH023371.1	k__unidentified;p__Oomycota;c__Stramenopiles;o__Pythiales;f__Pythiaceae;g__Globisporangium;s__Globisporangium_sylvaticum
MH023380.1	k__unidentified;p__Oomycota;c__Stramenopiles;o__Pythiales;f__Pythiaceae;g__Pythium;s__Pythium_inflatum
MH023383.1	k__unidentified;p__Oomycota;c__Stramenopiles;o__Pythiales;f__Pythiaceae;g__Globisporangium;s__Globisporangium_perplexum
MH023387.1	k__unidentified;p__Oomycota;c__Stramenopiles;o__Pythiales;f__Pythiaceae;g__Globisporangium;s__Globisporangium_splendens
MH023388.1	k__unidentified;p__Oomycota;c__Stramenopiles;o__Pythiales;f__Pythiaceae;g__Pythium;s__Pythium_dissotocum
MH023389.1	k__unidentified;p__Oomycota;c__Stramenopiles;o__Pythiales;f__Pythiaceae;g__Globisporangium;s__Globisporangium_ultimum
MH078224.1	k__unidentified;p__Oomycota;c__Stramenopiles;o__Saprolegniales;f__Verrucalvaceae;g__Aphanomyces;s__Aphanomyces_astaci
MH203014.1	k__unidentified;p__Oomycota;c__Stramenopiles;o__Pythiales;f__Pythiaceae;g__Globisporangium;s__Globisporangium_monoclinum
MH356546.1	k__unidentified;p__Oomycota;c__Stramenopiles;o__Pythiales;f__Pythiaceae;g__Pythium;s__Pythium_periculosum
MH626654.1	k__unidentified;p__Oomycota;c__Stramenopiles;o__Saprolegniales;f__Saprolegniaceae;g__Saprolegnia;s__Saprolegnia_maragheica
MH730799.1	k__unidentified;p__Oomycota;c__Stramenopiles;o__Peronosporales;f__Peronosporaceae;g__Peronospora;s__Peronospora_cyparissiae
MH730800.1	k__unidentified;p__Oomycota;c__Stramenopiles;o__Peronosporales;f__Peronosporaceae;g__Peronospora;s__Peronospora_esulae
MH730801.1	k__unidentified;p__Oomycota;c__Stramenopiles;o__Peronosporales;f__Peronosporaceae;g__Peronospora;s__Peronospora_argemones
MH730802.1	k__unidentified;p__Oomycota;c__Stramenopiles;o__Peronosporales;f__Peronosporaceae;g__Peronospora;s__Peronospora_arborescens
MH730803.1	k__unidentified;p__Oomycota;c__Stramenopiles;o__Peronosporales;f__Peronosporaceae;g__Peronospora;s__Peronospora_hiemalis
MH730804.1	k__unidentified;p__Oomycota;c__Stramenopiles;o__Peronosporales;f__Peronosporaceae;g__Peronospora;s__Peronospora_ficariae
MH730805.1	k__unidentified;p__Oomycota;c__Stramenopiles;o__Peronosporales;f__Peronosporaceae;g__Peronospora;s__Peronospora_ranunculi
MH730806.1	k__unidentified;p__Oomycota;c__Stramenopiles;o__Peronosporales;f__Peronosporaceae;g__Peronospora;s__Peronospora_ranunculi-sardoi
MH730808.1	k__unidentified;p__Oomycota;c__Stramenopiles;o__Peronosporales;f__Peronosporaceae;g__Peronospora;s__Peronospora_illyrica
MH730809.1	k__unidentified;p__Oomycota;c__Stramenopiles;o__Peronosporales;f__Peronosporaceae;g__Peronospora;s__Peronospora_meconopsidis
MH730810.1	k__unidentified;p__Oomycota;c__Stramenopiles;o__Peronosporales;f__Peronosporaceae;g__Peronospora;s__Peronospora_pulveracea
MH730811.1	k__unidentified;p__Oomycota;c__Stramenopiles;o__Peronosporales;f__Peronosporaceae;g__Peronospora;s__Peronospora_alpicola
MH730817.1	k__unidentified;p__Oomycota;c__Stramenopiles;o__Peronosporales;f__Peronosporaceae;g__Peronospora;s__Peronospora_chrysosplenii
MK163944.1	k__unidentified;p__Oomycota;c__Stramenopiles;o__Peronosporales;f__Peronosporaceae;g__Phytophthora;s__Phytophthora_abietivora
MK212930.1	k__unidentified;p__Oomycota;c__Stramenopiles;o__Peronosporales;f__Peronosporaceae;g__Peronospora;s__Peronospora_bulbocapni
MK282209.1	k__unidentified;p__Oomycota;c__Stramenopiles;o__Peronosporales;f__Peronosporaceae;g__Phytophthora;s__Phytophthora_aleatoria
MK394004.1	k__unidentified;p__Oomycota;c__Stramenopiles;o__Peronosporales;f__Peronosporaceae;g__Peronospora;s__Peronospora_variabilis
MK496513.1	k__unidentified;p__Oomycota;c__Stramenopiles;o__Peronosporales;f__Peronosporaceae;g__Phytophthora;s__Phytophthora_x_alni
MK496514.1	k__unidentified;p__Oomycota;c__Stramenopiles;o__Peronosporales;f__Peronosporaceae;g__Phytophthora;s__Phytophthora_uniformis
MK496515.1	k__unidentified;p__Oomycota;c__Stramenopiles;o__Peronosporales;f__Peronosporaceae;g__Phytophthora;s__Phytophthora_andina
MK496516.1	k__unidentified;p__Oomycota;c__Stramenopiles;o__Peronosporales;f__Peronosporaceae;g__Phytophthora;s__Phytophthora_botryosa
MK496519.1	k__unidentified;p__Oomycota;c__Stramenopiles;o__Peronosporales;f__Peronosporaceae;g__Phytophthora;s__Phytophthora_humicola
MK496521.1	k__unidentified;p__Oomycota;c__Stramenopiles;o__Peronosporales;f__Peronosporaceae;g__Phytophthora;s__Phytophthora_richardiae
MK496522.1	k__unidentified;p__Oomycota;c__Stramenopiles;o__Peronosporales;f__Peronosporaceae;g__Phytophthora;s__Phytophthora_virginiana
MK496523.1	k__unidentified;p__Oomycota;c__Stramenopiles;o__Peronosporales;f__Peronosporaceae;g__Phytophthora;s__Phytophthora_x_pelgrandis
MK513781.1	k__unidentified;p__Oomycota;c__Stramenopiles;o__Saprolegniales;f__Verrucalvaceae;g__Aphanomyces;s__Aphanomyces_helicoides
MK524757.1	k__unidentified;p__Oomycota;c__Stramenopiles;o__Peronosporales;f__Peronosporaceae;g__Bremia;s__Bremia_lactucae
MK990104.1	k__unidentified;p__Oomycota;c__Stramenopiles;o__Leptomitales;f__unidentified;g__Periplasma;s__Periplasma_isogametum
MN061374.1	k__unidentified;p__Oomycota;c__Stramenopiles;o__Peronosporales;f__Peronosporaceae;g__Peronospora;s__Peronospora_kuewa
MN385741.1	k__unidentified;p__Oomycota;c__Stramenopiles;o__Peronosporales;f__Peronosporaceae;g__Phytophthora;s__Phytophthora_cathayensis
MN450322.1	k__unidentified;p__Oomycota;c__Stramenopiles;o__Peronosporales;f__Peronosporaceae;g__Peronospora;s__Peronospora_teucrii
MN450325.1	k__unidentified;p__Oomycota;c__Stramenopiles;o__Peronosporales;f__Peronosporaceae;g__Peronospora;s__Peronospora_lamii
MN450331.1	k__unidentified;p__Oomycota;c__Stramenopiles;o__Peronosporales;f__Peronosporaceae;g__Peronospora;s__Peronospora_salviae-officinalis
MN450332.1	k__unidentified;p__Oomycota;c__Stramenopiles;o__Peronosporales;f__Peronosporaceae;g__Peronospora;s__Peronospora_glechomae
MN557838.1	k__unidentified;p__Oomycota;c__Stramenopiles;o__Peronosporales;f__Peronosporaceae;g__Phytophthora;s__Phytophthora_aysenensis
MN565904.1	k__unidentified;p__Oomycota;c__Stramenopiles;o__Rhipidiales;f__Salispinaceae;g__Salispina;s__Salispina_spinosa
MN747441.1	k__unidentified;p__Oomycota;c__Stramenopiles;o__Saprolegniales;f__Saprolegniaceae;g__Saprolegnia;s__Saprolegnia_glomerata
MN784447.1	k__unidentified;p__Oomycota;c__Stramenopiles;o__Peronosporales;f__Peronosporaceae;g__Peronospora;s__Peronospora_viciae
MN879857.1	k__unidentified;p__Oomycota;c__Stramenopiles;o__Saprolegniales;f__Saprolegniaceae;g__Pythiopsis;s__Pythiopsis_irregularis
MN901149.1	k__unidentified;p__Oomycota;c__Stramenopiles;o__Pythiales;f__Pythiaceae;g__Globisporangium;s__Globisporangium_selbyi
MT074263.1	k__unidentified;p__Oomycota;c__Stramenopiles;o__Peronosporales;f__Peronosporaceae;g__Phytophthora;s__Phytophthora_theobromicola
MT124503.1	k__unidentified;p__Oomycota;c__Stramenopiles;o__Peronosporales;f__Peronosporaceae;g__Hyaloperonospora;s__Hyaloperonospora_daughtreyae
MT177225.1	k__unidentified;p__Oomycota;c__Stramenopiles;o__Pythiales;f__Pythiaceae;g__Globisporangium;s__Globisporangium_irregulare
MT177228.1	k__unidentified;p__Oomycota;c__Stramenopiles;o__Pythiales;f__Pythiaceae;g__Pythium;s__Pythium_tracheiphilum
MT210484.1	k__unidentified;p__Oomycota;c__Stramenopiles;o__Peronosporales;f__Peronosporaceae;g__Phytophthora;s__Phytophthora_aquae-cooljarloo
MT210487.1	k__unidentified;p__Oomycota;c__Stramenopiles;o__Peronosporales;f__Peronosporaceae;g__Phytophthora;s__Phytophthora_kelmanii
MT232393.1	k__unidentified;p__Oomycota;c__Stramenopiles;o__Peronosporales;f__Peronosporaceae;g__Phytophthora;s__Phytophthora_heterospora
MT278259.1	k__unidentified;p__Oomycota;c__Stramenopiles;o__Peronosporales;f__Peronosporaceae;g__Plasmopara;s__Plasmopara_destructor
MT554398.1	k__unidentified;p__Oomycota;c__Stramenopiles;o__Peronosporales;f__Peronosporaceae;g__Peronospora;s__Peronospora_aquilegiicola
MT555920.1	k__unidentified;p__Oomycota;c__Stramenopiles;o__Saprolegniales;f__Saprolegniaceae;g__Saprolegnia;s__Saprolegnia_australis
MT568651.1	k__unidentified;p__Oomycota;c__Stramenopiles;o__Peronosporales;f__Peronosporaceae;g__Phytophthora;s__Phytophthora_x_vanyenensis
MT568655.1	k__unidentified;p__Oomycota;c__Stramenopiles;o__Peronosporales;f__Peronosporaceae;g__Phytophthora;s__Phytophthora_multibullata
MT588812.1	k__unidentified;p__Oomycota;c__Stramenopiles;o__Peronosporales;f__Peronosporaceae;g__Peronospora;s__Peronospora_belbahrii
MT620974.1	k__unidentified;p__Oomycota;c__Stramenopiles;o__Pythiales;f__Pythiaceae;g__Phytopythium;s__Phytopythium_palingenes
MT707332.1	k__unidentified;p__Oomycota;c__Stramenopiles;o__Peronosporales;f__Peronosporaceae;g__Phytophthora;s__Phytophthora_alpina
MT734670.1	k__unidentified;p__Oomycota;c__Stramenopiles;o__Peronosporales;f__Peronosporaceae;g__Peronospora;s__Peronospora_clinopodii
MT734671.1	k__unidentified;p__Oomycota;c__Stramenopiles;o__Peronosporales;f__Peronosporaceae;g__Peronospora;s__Peronospora_elsholtziae
MT734672.1	k__unidentified;p__Oomycota;c__Stramenopiles;o__Peronosporales;f__Peronosporaceae;g__Peronospora;s__Peronospora_lathyrina
MT734673.1	k__unidentified;p__Oomycota;c__Stramenopiles;o__Peronosporales;f__Peronosporaceae;g__Peronospora;s__Peronospora_chenopodii-ambrosioidis
MT762301.1	k__unidentified;p__Oomycota;c__Stramenopiles;o__Peronosporales;f__Peronosporaceae;g__Phytophthora;s__Phytophthora_emzansi
MT762306.1	k__unidentified;p__Oomycota;c__Stramenopiles;o__Peronosporales;f__Peronosporaceae;g__Phytophthora;s__Phytophthora_afrocarpa
MW599272.1	k__unidentified;p__Oomycota;c__Stramenopiles;o__Peronosporales;f__Peronosporaceae;g__Peronospora;s__Peronospora_myosuri
MW599273.1	k__unidentified;p__Oomycota;c__Stramenopiles;o__Peronosporales;f__Peronosporaceae;g__Peronospora;s__Peronospora_eranthidis
MW892398.1	k__unidentified;p__Oomycota;c__Stramenopiles;o__Peronosporales;f__Peronosporaceae;g__Phytophthora;s__Phytophthora_mediterranea
MZ420209.1	k__unidentified;p__Oomycota;c__Stramenopiles;o__Peronosporales;f__Peronosporaceae;g__Phytophthora;s__Phytophthora_docyniae
MZ569854.1	k__unidentified;p__Oomycota;c__Stramenopiles;o__Peronosporales;f__Peronosporaceae;g__Phytophthora;s__Phytophthora_marrasii
MZ753910.1	k__unidentified;p__Oomycota;c__Stramenopiles;o__Peronosporales;f__Peronosporaceae;g__Nothophytophthora;s__Nothophytophthora_valdiviana
MZ753914.1	k__unidentified;p__Oomycota;c__Stramenopiles;o__Peronosporales;f__Peronosporaceae;g__Phytophthora;s__Phytophthora_infestans
MZ753919.1	k__unidentified;p__Oomycota;c__Stramenopiles;o__Peronosporales;f__Peronosporaceae;g__Phytophthora;s__Phytophthora_panamensis
MZ753925.1	k__unidentified;p__Oomycota;c__Stramenopiles;o__Peronosporales;f__Peronosporaceae;g__Phytophthora;s__Phytophthora_transitoria
MZ753930.1	k__unidentified;p__Oomycota;c__Stramenopiles;o__Peronosporales;f__Peronosporaceae;g__Phytophthora;s__Phytophthora_variabilis
OK033655.1	k__unidentified;p__Oomycota;c__Stramenopiles;o__Peronosporales;f__Peronosporaceae;g__Halophytophthora;s__Halophytophthora_lateralis
OK033663.1	k__unidentified;p__Oomycota;c__Stramenopiles;o__Peronosporales;f__Peronosporaceae;g__Halophytophthora;s__Halophytophthora_lusitanica
OK033664.1	k__unidentified;p__Oomycota;c__Stramenopiles;o__Peronosporales;f__Peronosporaceae;g__Halophytophthora;s__Halophytophthora_macrosporangia
OK033671.1	k__unidentified;p__Oomycota;c__Stramenopiles;o__Peronosporales;f__Peronosporaceae;g__Halophytophthora;s__Halophytophthora_sinuata
OK033680.1	k__unidentified;p__Oomycota;c__Stramenopiles;o__Peronosporales;f__Peronosporaceae;g__Halophytophthora;s__Halophytophthora_thermoambigua
OK041002.1	k__unidentified;p__Oomycota;c__Stramenopiles;o__Peronosporales;f__Peronosporaceae;g__Halophytophthora;s__Halophytophthora_frigida
ON000720.1	k__unidentified;p__Oomycota;c__Stramenopiles;o__Peronosporales;f__Peronosporaceae;g__Phytophthora;s__Phytophthora_celebensis
ON000726.1	k__unidentified;p__Oomycota;c__Stramenopiles;o__Peronosporales;f__Peronosporaceae;g__Phytophthora;s__Phytophthora_chilensis
ON000750.1	k__unidentified;p__Oomycota;c__Stramenopiles;o__Peronosporales;f__Peronosporaceae;g__Phytophthora;s__Phytophthora_javanensis
ON000760.1	k__unidentified;p__Oomycota;c__Stramenopiles;o__Peronosporales;f__Peronosporaceae;g__Phytophthora;s__Phytophthora_ludoviciana
ON000763.1	k__unidentified;p__Oomycota;c__Stramenopiles;o__Peronosporales;f__Peronosporaceae;g__Phytophthora;s__Phytophthora_multiglobulosa
ON000767.1	k__unidentified;p__Oomycota;c__Stramenopiles;o__Peronosporales;f__Peronosporaceae;g__Phytophthora;s__Phytophthora_procera
ON000773.1	k__unidentified;p__Oomycota;c__Stramenopiles;o__Peronosporales;f__Peronosporaceae;g__Phytophthora;s__Phytophthora_pseudochilensis
ON000774.1	k__unidentified;p__Oomycota;c__Stramenopiles;o__Peronosporales;f__Peronosporaceae;g__Phytophthora;s__Phytophthora_pseudogallica
ON000780.1	k__unidentified;p__Oomycota;c__Stramenopiles;o__Peronosporales;f__Peronosporaceae;g__Phytophthora;s__Phytophthora_pseudokernoviae
ON000786.1	k__unidentified;p__Oomycota;c__Stramenopiles;o__Peronosporales;f__Peronosporaceae;g__Phytophthora;s__Phytophthora_scandinavica
ON000790.1	k__unidentified;p__Oomycota;c__Stramenopiles;o__Peronosporales;f__Peronosporaceae;g__Phytophthora;s__Phytophthora_subarctica
ON000798.1	k__unidentified;p__Oomycota;c__Stramenopiles;o__Peronosporales;f__Peronosporaceae;g__Phytophthora;s__Phytophthora_tenuimura
ON000799.1	k__unidentified;p__Oomycota;c__Stramenopiles;o__Peronosporales;f__Peronosporaceae;g__Phytophthora;s__Phytophthora_tonkinensis
ON000805.1	k__unidentified;p__Oomycota;c__Stramenopiles;o__Peronosporales;f__Peronosporaceae;g__Phytophthora;s__Phytophthora_ukrainensis
ON130155.1	k__unidentified;p__Oomycota;c__Stramenopiles;o__Peronosporales;f__Peronosporaceae;g__Peronospora;s__Peronospora_psylliicola
ON860616.1	k__unidentified;p__Oomycota;c__Stramenopiles;o__Saprolegniales;f__Verrucalvaceae;g__Phragmosporangium;s__Phragmosporangium_uniseriatum
OP020178.1	k__unidentified;p__Oomycota;c__Stramenopiles;o__Peronosporales;f__Peronosporaceae;g__Phytophthora;s__Phytophthora_mexicana
OP020179.1	k__unidentified;p__Oomycota;c__Stramenopiles;o__Peronosporales;f__Peronosporaceae;g__Phytophthora;s__Phytophthora_nicotianae
OP910306.1	k__unidentified;p__Oomycota;c__Stramenopiles;o__Peronosporales;f__Peronosporaceae;g__Halophytophthora;s__Halophytophthora_fluviatilis
OQ991294.1	k__unidentified;p__Oomycota;c__Stramenopiles;o__Peronosporales;f__Peronosporaceae;g__Peronospora;s__Peronospora_capsici
MN747437.1	k__unidentified;p__Oomycota;c__Stramenopiles;o__Saprolegniales;f__Saprolegniaceae;g__Saprolegnia;s__Saprolegnia_blelhamensis
